id,audio_file,speaker,region,dialect,language,duration_seconds,transcript,text
audio_04568,audio_04568.wav,Mira,South East Asia,Spanish-accented English,English,72.99,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04569,audio_04569.wav,Zara,North America,French-accented English,English,52.55,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04570,audio_04570.wav,Sofia,Central Asia,British English,English,23.33,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04571,audio_04571.wav,Leo,South Asia,British English,English,72.93,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04572,audio_04572.wav,Amina,Middle East,French-accented English,English,59.86,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04573,audio_04573.wav,Ibrahim,Eastern Europe,British English,English,133.42,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04574,audio_04574.wav,Priya,Central Asia,Arabic-accented English,English,105.05,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04575,audio_04575.wav,Emil,Western Europe,Standard English,English,75.63,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
audio_04576,audio_04576.wav,Ibrahim,Middle East,French-accented English,English,12.74,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04577,audio_04577.wav,Aisha,Oceania,Indian English,English,94.47,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04578,audio_04578.wav,Amina,Western Europe,Spanish-accented English,English,56.33,Welcome to the museum archive. This recording documents a historical narrative.,Welcome to the museum archive. This recording documents a historical narrative.
audio_04579,audio_04579.wav,Ibrahim,Central Asia,French-accented English,English,83.72,The town was founded near a river and grew through trade and migration.,The town was founded near a river and grew through trade and migration.
audio_04580,audio_04580.wav,Lina,East Africa,Canadian English,English,92.29,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04581,audio_04581.wav,Mira,South East Asia,Australian English,English,103.46,The speaker recalls how the city expanded after the railway was completed.,The speaker recalls how the city expanded after the railway was completed.
audio_04582,audio_04582.wav,Ibrahim,South Asia,African English,English,44.15,This interview records a family account of a landmark event in the region.,This interview records a family account of a landmark event in the region.
audio_04583,audio_04583.wav,Emil,South East Asia,French-accented English,English,96.8,"This speech describes the impact of migration, technology, and local culture.","This speech describes the impact of migration, technology, and local culture."
audio_04584,audio_04584.wav,Daniel,Latin America,Australian English,English,65.75,The ceremonial procession began at dawn and crossed the central square.,The ceremonial procession began at dawn and crossed the central square.
audio_04585,audio_04585.wav,Priya,East Africa,Australian English,English,99.48,"In the archive, every voice helps reconstruct the meaning of a shared history.","In the archive, every voice helps reconstruct the meaning of a shared history."
audio_04586,audio_04586.wav,Priya,Latin America,Arabic-accented English,English,132.86,"During the festival, elders shared memories of the old market and its changes.","During the festival, elders shared memories of the old market and its changes."
