id,image_id,title,year,era,location,artifact_type,subject,caption,text
hist_03705,img_03705,Moscow Statue - 1819,1819,Industrial Age,Moscow,statue,cultural festival,"A statue from Moscow depicting cultural festival during the industrial age around 1819. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Statue - 1819. This object was discovered in Moscow and relates to cultural festival. It dates to approximately 1819, representing a period of cultural, trade, or political activity."
hist_03706,img_03706,Mughal court Manuscript - 1395,1395,Colonial Period,Mughal court,manuscript,royal ceremony,"A manuscript from Mughal court depicting royal ceremony during the colonial period around 1395. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Mughal court Manuscript - 1395. This object was discovered in Mughal court and relates to royal ceremony. It dates to approximately 1395, representing a period of cultural, trade, or political activity."
hist_03707,img_03707,Cuzco Ceramic - 1568,1568,Ancient Era,Cuzco,ceramic,harbor activity,"A ceramic from Cuzco depicting harbor activity during the ancient era around 1568. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Cuzco Ceramic - 1568. This object was discovered in Cuzco and relates to harbor activity. It dates to approximately 1568, representing a period of cultural, trade, or political activity."
hist_03708,img_03708,Delhi Painting - 1667,1667,Industrial Age,Delhi,painting,trade route,"A painting from Delhi depicting trade route during the industrial age around 1667. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Delhi Painting - 1667. This object was discovered in Delhi and relates to trade route. It dates to approximately 1667, representing a period of cultural, trade, or political activity."
hist_03709,img_03709,Moscow Photograph - 1609,1609,Early Modern Era,Moscow,photograph,city planning,"A photograph from Moscow depicting city planning during the early modern era around 1609. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Moscow Photograph - 1609. This object was discovered in Moscow and relates to city planning. It dates to approximately 1609, representing a period of cultural, trade, or political activity."
hist_03710,img_03710,London Letter - 1266,1266,Medieval Period,London,letter,civil ceremony,"A letter from London depicting civil ceremony during the medieval period around 1266. The image captures daily life, movement, and cultural continuity in the region.","Historical record: London Letter - 1266. This object was discovered in London and relates to civil ceremony. It dates to approximately 1266, representing a period of cultural, trade, or political activity."
hist_03711,img_03711,Alexandria Photograph - 1918,1918,Industrial Age,Alexandria,photograph,civil ceremony,"A photograph from Alexandria depicting civil ceremony during the industrial age around 1918. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Alexandria Photograph - 1918. This object was discovered in Alexandria and relates to civil ceremony. It dates to approximately 1918, representing a period of cultural, trade, or political activity."
hist_03712,img_03712,Constantinople Painting - 1682,1682,Modern Century,Constantinople,painting,harbor activity,"A painting from Constantinople depicting harbor activity during the modern century around 1682. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Constantinople Painting - 1682. This object was discovered in Constantinople and relates to harbor activity. It dates to approximately 1682, representing a period of cultural, trade, or political activity."
hist_03713,img_03713,Venice Painting - 1531,1531,Medieval Period,Venice,painting,market scene,"A painting from Venice depicting market scene during the medieval period around 1531. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Venice Painting - 1531. This object was discovered in Venice and relates to market scene. It dates to approximately 1531, representing a period of cultural, trade, or political activity."
hist_03714,img_03714,Baghdad Portrait - 1381,1381,Colonial Period,Baghdad,portrait,trade route,"A portrait from Baghdad depicting trade route during the colonial period around 1381. The image captures daily life, movement, and cultural continuity in the region.","Historical record: Baghdad Portrait - 1381. This object was discovered in Baghdad and relates to trade route. It dates to approximately 1381, representing a period of cultural, trade, or political activity."
